Timestamp,Protocol,Sender IP,Sender MAC,Target IP,Target MAC,Opcode
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.47,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.220.10,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.222.157,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.26,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.96,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.45,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.81.17.1,00:07:0d:af:f4:54,69.81.17.98,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.167,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.206,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.81.17.1,00:07:0d:af:f4:54,69.81.17.204,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.195,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.207,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.26.92.1,00:07:0d:af:f4:54,65.26.94.124,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.209,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.213,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.217.75,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.238,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.211,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.117,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.252,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.169,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.81.17.1,00:07:0d:af:f4:54,69.81.17.21,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.216,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,67.52.222.1,00:07:0d:af:f4:54,67.52.222.18,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.217,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.123,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.222,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.237,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.216,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.217,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.226,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.181,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.228,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.218.94,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.217.186,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.222,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.223,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.221,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.221.27,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.28.78.1,00:07:0d:af:f4:54,65.28.78.191,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.231,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.224,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.216.3,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.232,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.230,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.231,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.234,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.26.92.1,00:07:0d:af:f4:54,65.26.92.96,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.28.78.1,00:07:0d:af:f4:54,65.28.78.114,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.235,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.232,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.26.92.1,00:07:0d:af:f4:54,65.26.95.104,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.234,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.232,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.26.92.1,00:07:0d:af:f4:54,65.26.94.33,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.28.78.1,00:07:0d:af:f4:54,65.28.78.72,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.220.40,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.82,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.97,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.4,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.235,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.236,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.242,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.220.139,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.167,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.10,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.245,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.13,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.249,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.251,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.252,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.168,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.81.17.1,00:07:0d:af:f4:54,69.81.17.17,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.222.157,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.27,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.197,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.64,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.188,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.255,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.221.196,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,67.52.222.1,00:07:0d:af:f4:54,67.52.222.8,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.185,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.189,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.222.197,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.45,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.81.17.1,00:07:0d:af:f4:54,69.81.17.98,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.28.78.1,00:07:0d:af:f4:54,65.28.78.31,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.222,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.83,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.26.71.1,00:07:0d:af:f4:54,65.26.71.28,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.27,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.28.78.1,00:07:0d:af:f4:54,65.28.78.129,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.220,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.222.114,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.218.68,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.217.22,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.211,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.169,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.138,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.26.92.1,00:07:0d:af:f4:54,65.26.92.195,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,65.26.92.1,00:07:0d:af:f4:54,65.26.92.14,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.82,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.216.158,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.184,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.25,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.237,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.220.251,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.217.132,00:00:00:00:00:00,1
2024-11-08 17:13:22,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.213,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.8,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.207,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.135,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.219.213,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.222.157,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.220.40,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,65.28.78.1,00:07:0d:af:f4:54,65.28.78.72,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,65.26.92.1,00:07:0d:af:f4:54,65.26.95.104,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,65.26.92.1,00:07:0d:af:f4:54,65.26.94.33,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.219.152,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.208,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.213,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.192,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.216.25,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.216.65,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.222.210,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.10,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,65.26.71.1,00:07:0d:af:f4:54,65.26.71.6,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,65.26.92.1,00:07:0d:af:f4:54,65.26.95.207,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.13,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.81.17.1,00:07:0d:af:f4:54,69.81.17.132,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.217.228,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.220.139,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.145.164.129,00:07:0d:af:f4:54,24.145.164.174,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.199,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.81.17.1,00:07:0d:af:f4:54,69.81.17.17,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.27,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.64,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.188,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.223.106,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.77,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.222.29,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.71,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.221.116,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.39,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.220.10,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,65.26.71.1,00:07:0d:af:f4:54,65.26.71.28,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.173.83,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,65.28.78.1,00:07:0d:af:f4:54,65.28.78.8,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.185,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.23.182.1,00:07:0d:af:f4:54,69.23.182.253,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.220.15,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,65.28.78.1,00:07:0d:af:f4:54,65.28.78.19,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.189,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,69.76.216.1,00:07:0d:af:f4:54,69.76.221.196,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.226,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.174.167,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.175.222,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,65.28.78.1,00:07:0d:af:f4:54,65.28.78.129,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,24.166.172.1,00:07:0d:af:f4:54,24.166.172.220,00:00:00:00:00:00,1
2024-11-08 17:13:23,ARP,65.28.78.1,00:07:0d:af:f4:54,65.28.78.243,00:00:00:00:00:00,1
